dataset	mismatches	cover_extension	num_probes
human_mastadenovirus_g	0	0	2312
human_mastadenovirus_g	0	10	2134
human_mastadenovirus_g	0	20	1627
human_mastadenovirus_g	0	30	1293
human_mastadenovirus_g	0	40	1074
human_mastadenovirus_g	0	50	881
human_mastadenovirus_g	1	0	1797
human_mastadenovirus_g	1	10	1658
human_mastadenovirus_g	1	20	1283
human_mastadenovirus_g	1	30	1032
human_mastadenovirus_g	1	40	842
human_mastadenovirus_g	1	50	712
human_mastadenovirus_g	2	0	1573
human_mastadenovirus_g	2	10	1449
human_mastadenovirus_g	2	20	1130
human_mastadenovirus_g	2	30	914
human_mastadenovirus_g	2	40	743
human_mastadenovirus_g	2	50	629
human_mastadenovirus_g	3	0	1434
human_mastadenovirus_g	3	10	1318
human_mastadenovirus_g	3	20	1019
human_mastadenovirus_g	3	30	831
human_mastadenovirus_g	3	40	689
human_mastadenovirus_g	3	50	589
human_mastadenovirus_g	4	0	1357
human_mastadenovirus_g	4	10	1213
human_mastadenovirus_g	4	20	943
human_mastadenovirus_g	4	30	770
human_mastadenovirus_g	4	40	645
human_mastadenovirus_g	4	50	545
human_mastadenovirus_g	5	0	1295
human_mastadenovirus_g	5	10	1157
human_mastadenovirus_g	5	20	889
human_mastadenovirus_g	5	30	731
human_mastadenovirus_g	5	40	617
human_mastadenovirus_g	5	50	521
human_mastadenovirus_g	6	0	1258
human_mastadenovirus_g	6	10	1095
human_mastadenovirus_g	6	20	861
human_mastadenovirus_g	6	30	697
human_mastadenovirus_g	6	40	584
human_mastadenovirus_g	6	50	483
human_mastadenovirus_g	7	0	1209
human_mastadenovirus_g	7	10	1046
human_mastadenovirus_g	7	20	841
human_mastadenovirus_g	7	30	670
human_mastadenovirus_g	7	40	559
human_mastadenovirus_g	7	50	470
human_mastadenovirus_g	8	0	1172
human_mastadenovirus_g	8	10	1038
human_mastadenovirus_g	8	20	809
human_mastadenovirus_g	8	30	654
human_mastadenovirus_g	8	40	556
human_mastadenovirus_g	8	50	472
human_metapneumovirus	0	0	7205
human_metapneumovirus	0	10	5379
human_metapneumovirus	0	20	3956
human_metapneumovirus	0	30	3090
human_metapneumovirus	0	40	2519
human_metapneumovirus	0	50	2079
human_metapneumovirus	1	0	3217
human_metapneumovirus	1	10	2355
human_metapneumovirus	1	20	1785
human_metapneumovirus	1	30	1409
human_metapneumovirus	1	40	1157
human_metapneumovirus	1	50	965
human_metapneumovirus	2	0	1984
human_metapneumovirus	2	10	1481
human_metapneumovirus	2	20	1101
human_metapneumovirus	2	30	875
human_metapneumovirus	2	40	740
human_metapneumovirus	2	50	631
human_metapneumovirus	3	0	1455
human_metapneumovirus	3	10	1096
human_metapneumovirus	3	20	832
human_metapneumovirus	3	30	679
human_metapneumovirus	3	40	572
human_metapneumovirus	3	50	483
human_metapneumovirus	4	0	1212
human_metapneumovirus	4	10	900
human_metapneumovirus	4	20	684
human_metapneumovirus	4	30	562
human_metapneumovirus	4	40	478
human_metapneumovirus	4	50	382
human_metapneumovirus	5	0	1085
human_metapneumovirus	5	10	802
human_metapneumovirus	5	20	614
human_metapneumovirus	5	30	502
human_metapneumovirus	5	40	429
human_metapneumovirus	5	50	352
human_metapneumovirus	6	0	1014
human_metapneumovirus	6	10	734
human_metapneumovirus	6	20	573
human_metapneumovirus	6	30	475
human_metapneumovirus	6	40	391
human_metapneumovirus	6	50	346
human_metapneumovirus	7	0	959
human_metapneumovirus	7	10	715
human_metapneumovirus	7	20	551
human_metapneumovirus	7	30	455
human_metapneumovirus	7	40	380
human_metapneumovirus	7	50	327
human_metapneumovirus	8	0	933
human_metapneumovirus	8	10	678
human_metapneumovirus	8	20	549
human_metapneumovirus	8	30	440
human_metapneumovirus	8	40	369
human_metapneumovirus	8	50	328
human_orthopneumovirus	0	0	25893
human_orthopneumovirus	0	10	13977
human_orthopneumovirus	0	20	9671
human_orthopneumovirus	0	30	7284
human_orthopneumovirus	0	40	5572
human_orthopneumovirus	0	50	4392
human_orthopneumovirus	1	0	7369
human_orthopneumovirus	1	10	4464
human_orthopneumovirus	1	20	3102
human_orthopneumovirus	1	30	2346
human_orthopneumovirus	1	40	1866
human_orthopneumovirus	1	50	1509
human_orthopneumovirus	2	0	3458
human_orthopneumovirus	2	10	2272
human_orthopneumovirus	2	20	1603
human_orthopneumovirus	2	30	1224
human_orthopneumovirus	2	40	998
human_orthopneumovirus	2	50	832
human_orthopneumovirus	3	0	2230
human_orthopneumovirus	3	10	1425
human_orthopneumovirus	3	20	1045
human_orthopneumovirus	3	30	805
human_orthopneumovirus	3	40	681
human_orthopneumovirus	3	50	561
human_orthopneumovirus	4	0	1682
human_orthopneumovirus	4	10	1103
human_orthopneumovirus	4	20	856
human_orthopneumovirus	4	30	681
human_orthopneumovirus	4	40	568
human_orthopneumovirus	4	50	461
human_orthopneumovirus	5	0	1496
human_orthopneumovirus	5	10	974
human_orthopneumovirus	5	20	740
human_orthopneumovirus	5	30	605
human_orthopneumovirus	5	40	503
human_orthopneumovirus	5	50	438
human_orthopneumovirus	6	0	1357
human_orthopneumovirus	6	10	898
human_orthopneumovirus	6	20	700
human_orthopneumovirus	6	30	568
human_orthopneumovirus	6	40	485
human_orthopneumovirus	6	50	407
human_orthopneumovirus	7	0	1279
human_orthopneumovirus	7	10	864
human_orthopneumovirus	7	20	669
human_orthopneumovirus	7	30	554
human_orthopneumovirus	7	40	467
human_orthopneumovirus	7	50	406
human_orthopneumovirus	8	0	1240
human_orthopneumovirus	8	10	839
human_orthopneumovirus	8	20	650
human_orthopneumovirus	8	30	543
human_orthopneumovirus	8	40	465
human_orthopneumovirus	8	50	408
human_papillomavirus	0	0	1311
human_papillomavirus	0	10	1374
human_papillomavirus	0	20	1084
human_papillomavirus	0	30	885
human_papillomavirus	0	40	735
human_papillomavirus	0	50	615
human_papillomavirus	1	0	1312
human_papillomavirus	1	10	1390
human_papillomavirus	1	20	1079
human_papillomavirus	1	30	876
human_papillomavirus	1	40	741
human_papillomavirus	1	50	620
human_papillomavirus	2	0	1297
human_papillomavirus	2	10	1389
human_papillomavirus	2	20	1080
human_papillomavirus	2	30	885
human_papillomavirus	2	40	736
human_papillomavirus	2	50	612
human_papillomavirus	3	0	1307
human_papillomavirus	3	10	1378
human_papillomavirus	3	20	1068
human_papillomavirus	3	30	875
human_papillomavirus	3	40	750
human_papillomavirus	3	50	604
human_papillomavirus	4	0	1310
human_papillomavirus	4	10	1372
human_papillomavirus	4	20	1087
human_papillomavirus	4	30	863
human_papillomavirus	4	40	756
human_papillomavirus	4	50	615
human_papillomavirus	5	0	1302
human_papillomavirus	5	10	1388
human_papillomavirus	5	20	1068
human_papillomavirus	5	30	870
human_papillomavirus	5	40	748
human_papillomavirus	5	50	626
human_papillomavirus	6	0	1311
human_papillomavirus	6	10	1386
human_papillomavirus	6	20	1067
human_papillomavirus	6	30	878
human_papillomavirus	6	40	741
human_papillomavirus	6	50	604
human_papillomavirus	7	0	1308
human_papillomavirus	7	10	1375
human_papillomavirus	7	20	1070
human_papillomavirus	7	30	879
human_papillomavirus	7	40	750
human_papillomavirus	7	50	628
human_papillomavirus	8	0	1317
human_papillomavirus	8	10	1366
human_papillomavirus	8	20	1066
human_papillomavirus	8	30	887
human_papillomavirus	8	40	742
human_papillomavirus	8	50	621
human_papillomavirus_type_85	0	0	128
human_papillomavirus_type_85	0	10	133
human_papillomavirus_type_85	0	20	107
human_papillomavirus_type_85	0	30	85
human_papillomavirus_type_85	0	40	69
human_papillomavirus_type_85	0	50	57
human_papillomavirus_type_85	1	0	127
human_papillomavirus_type_85	1	10	130
human_papillomavirus_type_85	1	20	107
human_papillomavirus_type_85	1	30	84
human_papillomavirus_type_85	1	40	64
human_papillomavirus_type_85	1	50	62
human_papillomavirus_type_85	2	0	124
human_papillomavirus_type_85	2	10	130
human_papillomavirus_type_85	2	20	105
human_papillomavirus_type_85	2	30	84
human_papillomavirus_type_85	2	40	75
human_papillomavirus_type_85	2	50	61
human_papillomavirus_type_85	3	0	127
human_papillomavirus_type_85	3	10	132
human_papillomavirus_type_85	3	20	106
human_papillomavirus_type_85	3	30	84
human_papillomavirus_type_85	3	40	69
human_papillomavirus_type_85	3	50	63
human_papillomavirus_type_85	4	0	122
human_papillomavirus_type_85	4	10	129
human_papillomavirus_type_85	4	20	103
human_papillomavirus_type_85	4	30	81
human_papillomavirus_type_85	4	40	74
human_papillomavirus_type_85	4	50	59
human_papillomavirus_type_85	5	0	124
human_papillomavirus_type_85	5	10	131
human_papillomavirus_type_85	5	20	102
human_papillomavirus_type_85	5	30	85
human_papillomavirus_type_85	5	40	73
human_papillomavirus_type_85	5	50	58
human_papillomavirus_type_85	6	0	129
human_papillomavirus_type_85	6	10	134
human_papillomavirus_type_85	6	20	102
human_papillomavirus_type_85	6	30	86
human_papillomavirus_type_85	6	40	74
human_papillomavirus_type_85	6	50	58
human_papillomavirus_type_85	7	0	127
human_papillomavirus_type_85	7	10	136
human_papillomavirus_type_85	7	20	102
human_papillomavirus_type_85	7	30	82
human_papillomavirus_type_85	7	40	76
human_papillomavirus_type_85	7	50	59
human_papillomavirus_type_85	8	0	125
human_papillomavirus_type_85	8	10	132
human_papillomavirus_type_85	8	20	104
human_papillomavirus_type_85	8	30	84
human_papillomavirus_type_85	8	40	76
human_papillomavirus_type_85	8	50	58
human_picobirnavirus	0	0	69
human_picobirnavirus	0	10	75
human_picobirnavirus	0	20	58
human_picobirnavirus	0	30	50
human_picobirnavirus	0	40	41
human_picobirnavirus	0	50	32
human_picobirnavirus	1	0	70
human_picobirnavirus	1	10	72
human_picobirnavirus	1	20	59
human_picobirnavirus	1	30	46
human_picobirnavirus	1	40	40
human_picobirnavirus	1	50	34
human_picobirnavirus	2	0	71
human_picobirnavirus	2	10	75
human_picobirnavirus	2	20	57
human_picobirnavirus	2	30	47
human_picobirnavirus	2	40	42
human_picobirnavirus	2	50	36
human_picobirnavirus	3	0	68
human_picobirnavirus	3	10	74
human_picobirnavirus	3	20	59
human_picobirnavirus	3	30	49
human_picobirnavirus	3	40	41
human_picobirnavirus	3	50	32
human_picobirnavirus	4	0	71
human_picobirnavirus	4	10	73
human_picobirnavirus	4	20	57
human_picobirnavirus	4	30	49
human_picobirnavirus	4	40	38
human_picobirnavirus	4	50	35
human_picobirnavirus	5	0	73
human_picobirnavirus	5	10	75
human_picobirnavirus	5	20	59
human_picobirnavirus	5	30	46
human_picobirnavirus	5	40	42
human_picobirnavirus	5	50	31
human_picobirnavirus	6	0	70
human_picobirnavirus	6	10	73
human_picobirnavirus	6	20	56
human_picobirnavirus	6	30	44
human_picobirnavirus	6	40	39
human_picobirnavirus	6	50	30
human_picobirnavirus	7	0	70
human_picobirnavirus	7	10	71
human_picobirnavirus	7	20	54
human_picobirnavirus	7	30	49
human_picobirnavirus	7	40	39
human_picobirnavirus	7	50	35
human_picobirnavirus	8	0	70
human_picobirnavirus	8	10	71
human_picobirnavirus	8	20	57
human_picobirnavirus	8	30	49
human_picobirnavirus	8	40	43
human_picobirnavirus	8	50	32
human_polyomavirus_1	0	0	1295
human_polyomavirus_1	0	10	811
human_polyomavirus_1	0	20	566
human_polyomavirus_1	0	30	438
human_polyomavirus_1	0	40	356
human_polyomavirus_1	0	50	294
human_polyomavirus_1	1	0	497
human_polyomavirus_1	1	10	329
human_polyomavirus_1	1	20	248
human_polyomavirus_1	1	30	193
human_polyomavirus_1	1	40	167
human_polyomavirus_1	1	50	144
human_polyomavirus_1	2	0	316
human_polyomavirus_1	2	10	216
human_polyomavirus_1	2	20	161
human_polyomavirus_1	2	30	134
human_polyomavirus_1	2	40	106
human_polyomavirus_1	2	50	94
human_polyomavirus_1	3	0	252
human_polyomavirus_1	3	10	163
human_polyomavirus_1	3	20	135
human_polyomavirus_1	3	30	103
human_polyomavirus_1	3	40	86
human_polyomavirus_1	3	50	78
human_polyomavirus_1	4	0	224
human_polyomavirus_1	4	10	146
human_polyomavirus_1	4	20	116
human_polyomavirus_1	4	30	92
human_polyomavirus_1	4	40	74
human_polyomavirus_1	4	50	70
human_polyomavirus_1	5	0	192
human_polyomavirus_1	5	10	138
human_polyomavirus_1	5	20	106
human_polyomavirus_1	5	30	85
human_polyomavirus_1	5	40	77
human_polyomavirus_1	5	50	64
human_polyomavirus_1	6	0	183
human_polyomavirus_1	6	10	128
human_polyomavirus_1	6	20	101
human_polyomavirus_1	6	30	84
human_polyomavirus_1	6	40	72
human_polyomavirus_1	6	50	66
human_polyomavirus_1	7	0	171
human_polyomavirus_1	7	10	124
human_polyomavirus_1	7	20	91
human_polyomavirus_1	7	30	82
human_polyomavirus_1	7	40	69
human_polyomavirus_1	7	50	63
human_polyomavirus_1	8	0	169
human_polyomavirus_1	8	10	114
human_polyomavirus_1	8	20	95
human_polyomavirus_1	8	30	82
human_polyomavirus_1	8	40	71
human_polyomavirus_1	8	50	61
human_polyomavirus_2	0	0	2547
human_polyomavirus_2	0	10	1253
human_polyomavirus_2	0	20	839
human_polyomavirus_2	0	30	616
human_polyomavirus_2	0	40	487
human_polyomavirus_2	0	50	392
human_polyomavirus_2	1	0	663
human_polyomavirus_2	1	10	399
human_polyomavirus_2	1	20	289
human_polyomavirus_2	1	30	242
human_polyomavirus_2	1	40	180
human_polyomavirus_2	1	50	150
human_polyomavirus_2	2	0	385
human_polyomavirus_2	2	10	252
human_polyomavirus_2	2	20	188
human_polyomavirus_2	2	30	147
human_polyomavirus_2	2	40	119
human_polyomavirus_2	2	50	94
human_polyomavirus_2	3	0	277
human_polyomavirus_2	3	10	194
human_polyomavirus_2	3	20	147
human_polyomavirus_2	3	30	124
human_polyomavirus_2	3	40	99
human_polyomavirus_2	3	50	79
human_polyomavirus_2	4	0	251
human_polyomavirus_2	4	10	174
human_polyomavirus_2	4	20	132
human_polyomavirus_2	4	30	109
human_polyomavirus_2	4	40	99
human_polyomavirus_2	4	50	74
human_polyomavirus_2	5	0	228
human_polyomavirus_2	5	10	160
human_polyomavirus_2	5	20	130
human_polyomavirus_2	5	30	104
human_polyomavirus_2	5	40	87
human_polyomavirus_2	5	50	67
human_polyomavirus_2	6	0	217
human_polyomavirus_2	6	10	162
human_polyomavirus_2	6	20	125
human_polyomavirus_2	6	30	99
human_polyomavirus_2	6	40	81
human_polyomavirus_2	6	50	68
human_polyomavirus_2	7	0	208
human_polyomavirus_2	7	10	159
human_polyomavirus_2	7	20	117
human_polyomavirus_2	7	30	98
human_polyomavirus_2	7	40	82
human_polyomavirus_2	7	50	65
human_polyomavirus_2	8	0	196
human_polyomavirus_2	8	10	154
human_polyomavirus_2	8	20	115
human_polyomavirus_2	8	30	100
human_polyomavirus_2	8	40	78
human_polyomavirus_2	8	50	64
human_polyomavirus_3	0	0	130
human_polyomavirus_3	0	10	105
human_polyomavirus_3	0	20	72
human_polyomavirus_3	0	30	65
human_polyomavirus_3	0	40	56
human_polyomavirus_3	0	50	45
human_polyomavirus_3	1	0	91
human_polyomavirus_3	1	10	87
human_polyomavirus_3	1	20	60
human_polyomavirus_3	1	30	54
human_polyomavirus_3	1	40	51
human_polyomavirus_3	1	50	40
human_polyomavirus_3	2	0	85
human_polyomavirus_3	2	10	86
human_polyomavirus_3	2	20	65
human_polyomavirus_3	2	30	54
human_polyomavirus_3	2	40	49
human_polyomavirus_3	2	50	42
human_polyomavirus_3	3	0	86
human_polyomavirus_3	3	10	79
human_polyomavirus_3	3	20	63
human_polyomavirus_3	3	30	56
human_polyomavirus_3	3	40	52
human_polyomavirus_3	3	50	43
human_polyomavirus_3	4	0	91
human_polyomavirus_3	4	10	81
human_polyomavirus_3	4	20	63
human_polyomavirus_3	4	30	55
human_polyomavirus_3	4	40	51
human_polyomavirus_3	4	50	43
human_polyomavirus_3	5	0	92
human_polyomavirus_3	5	10	80
human_polyomavirus_3	5	20	60
human_polyomavirus_3	5	30	55
human_polyomavirus_3	5	40	53
human_polyomavirus_3	5	50	40
human_polyomavirus_3	6	0	89
human_polyomavirus_3	6	10	83
human_polyomavirus_3	6	20	60
human_polyomavirus_3	6	30	55
human_polyomavirus_3	6	40	50
human_polyomavirus_3	6	50	40
human_polyomavirus_3	7	0	90
human_polyomavirus_3	7	10	79
human_polyomavirus_3	7	20	61
human_polyomavirus_3	7	30	51
human_polyomavirus_3	7	40	53
human_polyomavirus_3	7	50	44
human_polyomavirus_3	8	0	86
human_polyomavirus_3	8	10	86
human_polyomavirus_3	8	20	63
human_polyomavirus_3	8	30	55
human_polyomavirus_3	8	40	50
human_polyomavirus_3	8	50	41
human_polyomavirus_4	0	0	474
human_polyomavirus_4	0	10	463
human_polyomavirus_4	0	20	259
human_polyomavirus_4	0	30	178
human_polyomavirus_4	0	40	135
human_polyomavirus_4	0	50	117
human_polyomavirus_4	1	0	162
human_polyomavirus_4	1	10	159
human_polyomavirus_4	1	20	109
human_polyomavirus_4	1	30	82
human_polyomavirus_4	1	40	65
human_polyomavirus_4	1	50	63
human_polyomavirus_4	2	0	123
human_polyomavirus_4	2	10	112
human_polyomavirus_4	2	20	85
human_polyomavirus_4	2	30	63
human_polyomavirus_4	2	40	58
human_polyomavirus_4	2	50	50
human_polyomavirus_4	3	0	109
human_polyomavirus_4	3	10	103
human_polyomavirus_4	3	20	78
human_polyomavirus_4	3	30	61
human_polyomavirus_4	3	40	52
human_polyomavirus_4	3	50	48
human_polyomavirus_4	4	0	104
human_polyomavirus_4	4	10	100
human_polyomavirus_4	4	20	76
human_polyomavirus_4	4	30	59
human_polyomavirus_4	4	40	52
human_polyomavirus_4	4	50	42
human_polyomavirus_4	5	0	99
human_polyomavirus_4	5	10	94
human_polyomavirus_4	5	20	73
human_polyomavirus_4	5	30	58
human_polyomavirus_4	5	40	51
human_polyomavirus_4	5	50	45
human_polyomavirus_4	6	0	96
human_polyomavirus_4	6	10	91
human_polyomavirus_4	6	20	72
human_polyomavirus_4	6	30	60
human_polyomavirus_4	6	40	53
human_polyomavirus_4	6	50	46
human_polyomavirus_4	7	0	101
human_polyomavirus_4	7	10	94
human_polyomavirus_4	7	20	72
human_polyomavirus_4	7	30	61
human_polyomavirus_4	7	40	48
human_polyomavirus_4	7	50	46
human_polyomavirus_4	8	0	97
human_polyomavirus_4	8	10	94
human_polyomavirus_4	8	20	71
human_polyomavirus_4	8	30	57
human_polyomavirus_4	8	40	55
human_polyomavirus_4	8	50	42
human_polyomavirus_5	0	0	665
human_polyomavirus_5	0	10	475
human_polyomavirus_5	0	20	357
human_polyomavirus_5	0	30	280
human_polyomavirus_5	0	40	223
human_polyomavirus_5	0	50	183
human_polyomavirus_5	1	0	317
human_polyomavirus_5	1	10	230
human_polyomavirus_5	1	20	190
human_polyomavirus_5	1	30	153
human_polyomavirus_5	1	40	128
human_polyomavirus_5	1	50	107
human_polyomavirus_5	2	0	258
human_polyomavirus_5	2	10	202
human_polyomavirus_5	2	20	161
human_polyomavirus_5	2	30	138
human_polyomavirus_5	2	40	116
human_polyomavirus_5	2	50	100
human_polyomavirus_5	3	0	245
human_polyomavirus_5	3	10	205
human_polyomavirus_5	3	20	161
human_polyomavirus_5	3	30	136
human_polyomavirus_5	3	40	114
human_polyomavirus_5	3	50	96
human_polyomavirus_5	4	0	227
human_polyomavirus_5	4	10	194
human_polyomavirus_5	4	20	157
human_polyomavirus_5	4	30	131
human_polyomavirus_5	4	40	106
human_polyomavirus_5	4	50	92
human_polyomavirus_5	5	0	231
human_polyomavirus_5	5	10	193
human_polyomavirus_5	5	20	158
human_polyomavirus_5	5	30	128
human_polyomavirus_5	5	40	111
human_polyomavirus_5	5	50	95
human_polyomavirus_5	6	0	225
human_polyomavirus_5	6	10	189
human_polyomavirus_5	6	20	162
human_polyomavirus_5	6	30	130
human_polyomavirus_5	6	40	108
human_polyomavirus_5	6	50	90
human_polyomavirus_5	7	0	220
human_polyomavirus_5	7	10	187
human_polyomavirus_5	7	20	151
human_polyomavirus_5	7	30	128
human_polyomavirus_5	7	40	110
human_polyomavirus_5	7	50	98
human_polyomavirus_5	8	0	225
human_polyomavirus_5	8	10	188
human_polyomavirus_5	8	20	148
human_polyomavirus_5	8	30	128
human_polyomavirus_5	8	40	104
human_polyomavirus_5	8	50	97
human_respirovirus_1	0	0	2529
human_respirovirus_1	0	10	1751
human_respirovirus_1	0	20	1271
human_respirovirus_1	0	30	984
human_respirovirus_1	0	40	818
human_respirovirus_1	0	50	690
human_respirovirus_1	1	0	1100
human_respirovirus_1	1	10	772
human_respirovirus_1	1	20	604
human_respirovirus_1	1	30	480
human_respirovirus_1	1	40	400
human_respirovirus_1	1	50	328
human_respirovirus_1	2	0	686
human_respirovirus_1	2	10	509
human_respirovirus_1	2	20	369
human_respirovirus_1	2	30	297
human_respirovirus_1	2	40	244
human_respirovirus_1	2	50	201
human_respirovirus_1	3	0	544
human_respirovirus_1	3	10	372
human_respirovirus_1	3	20	288
human_respirovirus_1	3	30	236
human_respirovirus_1	3	40	206
human_respirovirus_1	3	50	177
human_respirovirus_1	4	0	478
human_respirovirus_1	4	10	336
human_respirovirus_1	4	20	259
human_respirovirus_1	4	30	221
human_respirovirus_1	4	40	183
human_respirovirus_1	4	50	161
human_respirovirus_1	5	0	427
human_respirovirus_1	5	10	309
human_respirovirus_1	5	20	238
human_respirovirus_1	5	30	203
human_respirovirus_1	5	40	175
human_respirovirus_1	5	50	155
human_respirovirus_1	6	0	417
human_respirovirus_1	6	10	309
human_respirovirus_1	6	20	239
human_respirovirus_1	6	30	209
human_respirovirus_1	6	40	173
human_respirovirus_1	6	50	154
human_respirovirus_1	7	0	410
human_respirovirus_1	7	10	307
human_respirovirus_1	7	20	232
human_respirovirus_1	7	30	210
human_respirovirus_1	7	40	174
human_respirovirus_1	7	50	153
human_respirovirus_1	8	0	406
human_respirovirus_1	8	10	290
human_respirovirus_1	8	20	247
human_respirovirus_1	8	30	203
human_respirovirus_1	8	40	164
human_respirovirus_1	8	50	150
human_respirovirus_3	0	0	12878
human_respirovirus_3	0	10	7947
human_respirovirus_3	0	20	5669
human_respirovirus_3	0	30	4338
human_respirovirus_3	0	40	3413
human_respirovirus_3	0	50	2862
human_respirovirus_3	1	0	4831
human_respirovirus_3	1	10	3100
human_respirovirus_3	1	20	2215
human_respirovirus_3	1	30	1716
human_respirovirus_3	1	40	1399
human_respirovirus_3	1	50	1168
human_respirovirus_3	2	0	2394
human_respirovirus_3	2	10	1492
human_respirovirus_3	2	20	1097
human_respirovirus_3	2	30	856
human_respirovirus_3	2	40	680
human_respirovirus_3	2	50	596
human_respirovirus_3	3	0	1471
human_respirovirus_3	3	10	948
human_respirovirus_3	3	20	703
human_respirovirus_3	3	30	563
human_respirovirus_3	3	40	473
human_respirovirus_3	3	50	410
human_respirovirus_3	4	0	1103
human_respirovirus_3	4	10	726
human_respirovirus_3	4	20	565
human_respirovirus_3	4	30	472
human_respirovirus_3	4	40	411
human_respirovirus_3	4	50	349
human_respirovirus_3	5	0	989
human_respirovirus_3	5	10	658
human_respirovirus_3	5	20	502
human_respirovirus_3	5	30	425
human_respirovirus_3	5	40	366
human_respirovirus_3	5	50	328
human_respirovirus_3	6	0	926
human_respirovirus_3	6	10	613
human_respirovirus_3	6	20	472
human_respirovirus_3	6	30	405
human_respirovirus_3	6	40	365
human_respirovirus_3	6	50	305
human_respirovirus_3	7	0	879
human_respirovirus_3	7	10	594
human_respirovirus_3	7	20	458
human_respirovirus_3	7	30	403
human_respirovirus_3	7	40	352
human_respirovirus_3	7	50	298
human_respirovirus_3	8	0	870
human_respirovirus_3	8	10	578
human_respirovirus_3	8	20	446
human_respirovirus_3	8	30	374
human_respirovirus_3	8	40	329
human_respirovirus_3	8	50	287
human_rubulavirus_2	0	0	2271
human_rubulavirus_2	0	10	1660
human_rubulavirus_2	0	20	1169
human_rubulavirus_2	0	30	919
human_rubulavirus_2	0	40	761
human_rubulavirus_2	0	50	636
human_rubulavirus_2	1	0	1018
human_rubulavirus_2	1	10	729
human_rubulavirus_2	1	20	563
human_rubulavirus_2	1	30	460
human_rubulavirus_2	1	40	376
human_rubulavirus_2	1	50	320
human_rubulavirus_2	2	0	697
human_rubulavirus_2	2	10	528
human_rubulavirus_2	2	20	400
human_rubulavirus_2	2	30	327
human_rubulavirus_2	2	40	277
human_rubulavirus_2	2	50	236
human_rubulavirus_2	3	0	545
human_rubulavirus_2	3	10	416
human_rubulavirus_2	3	20	325
human_rubulavirus_2	3	30	268
human_rubulavirus_2	3	40	226
human_rubulavirus_2	3	50	192
human_rubulavirus_2	4	0	470
human_rubulavirus_2	4	10	340
human_rubulavirus_2	4	20	281
human_rubulavirus_2	4	30	219
human_rubulavirus_2	4	40	185
human_rubulavirus_2	4	50	162
human_rubulavirus_2	5	0	428
human_rubulavirus_2	5	10	316
human_rubulavirus_2	5	20	253
human_rubulavirus_2	5	30	212
human_rubulavirus_2	5	40	179
human_rubulavirus_2	5	50	155
human_rubulavirus_2	6	0	420
human_rubulavirus_2	6	10	304
human_rubulavirus_2	6	20	235
human_rubulavirus_2	6	30	211
human_rubulavirus_2	6	40	175
human_rubulavirus_2	6	50	151
human_rubulavirus_2	7	0	401
human_rubulavirus_2	7	10	293
human_rubulavirus_2	7	20	235
human_rubulavirus_2	7	30	194
human_rubulavirus_2	7	40	170
human_rubulavirus_2	7	50	150
human_rubulavirus_2	8	0	394
human_rubulavirus_2	8	10	288
human_rubulavirus_2	8	20	238
human_rubulavirus_2	8	30	198
human_rubulavirus_2	8	40	166
human_rubulavirus_2	8	50	148
human_rubulavirus_4	0	0	2509
human_rubulavirus_4	0	10	2305
human_rubulavirus_4	0	20	1711
human_rubulavirus_4	0	30	1337
human_rubulavirus_4	0	40	1099
human_rubulavirus_4	0	50	907
human_rubulavirus_4	1	0	1668
human_rubulavirus_4	1	10	1462
human_rubulavirus_4	1	20	1092
human_rubulavirus_4	1	30	857
human_rubulavirus_4	1	40	694
human_rubulavirus_4	1	50	582
human_rubulavirus_4	2	0	1223
human_rubulavirus_4	2	10	1068
human_rubulavirus_4	2	20	800
human_rubulavirus_4	2	30	630
human_rubulavirus_4	2	40	524
human_rubulavirus_4	2	50	437
human_rubulavirus_4	3	0	987
human_rubulavirus_4	3	10	863
human_rubulavirus_4	3	20	661
human_rubulavirus_4	3	30	524
human_rubulavirus_4	3	40	443
human_rubulavirus_4	3	50	381
human_rubulavirus_4	4	0	868
human_rubulavirus_4	4	10	754
human_rubulavirus_4	4	20	576
human_rubulavirus_4	4	30	469
human_rubulavirus_4	4	40	391
human_rubulavirus_4	4	50	332
human_rubulavirus_4	5	0	791
human_rubulavirus_4	5	10	680
human_rubulavirus_4	5	20	526
human_rubulavirus_4	5	30	431
human_rubulavirus_4	5	40	345
human_rubulavirus_4	5	50	303
human_rubulavirus_4	6	0	759
human_rubulavirus_4	6	10	604
human_rubulavirus_4	6	20	473
human_rubulavirus_4	6	30	394
human_rubulavirus_4	6	40	316
human_rubulavirus_4	6	50	276
human_rubulavirus_4	7	0	724
human_rubulavirus_4	7	10	585
human_rubulavirus_4	7	20	447
human_rubulavirus_4	7	30	363
human_rubulavirus_4	7	40	301
human_rubulavirus_4	7	50	265
human_rubulavirus_4	8	0	682
human_rubulavirus_4	8	10	559
human_rubulavirus_4	8	20	424
human_rubulavirus_4	8	30	350
human_rubulavirus_4	8	40	298
human_rubulavirus_4	8	50	241
human_smacovirus_1	0	0	363
human_smacovirus_1	0	10	370
human_smacovirus_1	0	20	275
human_smacovirus_1	0	30	207
human_smacovirus_1	0	40	171
human_smacovirus_1	0	50	139
human_smacovirus_1	1	0	276
human_smacovirus_1	1	10	279
human_smacovirus_1	1	20	205
human_smacovirus_1	1	30	156
human_smacovirus_1	1	40	128
human_smacovirus_1	1	50	99
human_smacovirus_1	2	0	219
human_smacovirus_1	2	10	222
